time,city,speed_kt,deg
2026-03-10 14:30:00,Tuban,5.2,245
2026-03-10 14:30:00,Pacitan,5.0,311
2026-03-10 14:30:00,Dhoho,4.7,205
2026-03-10 14:40:00,Juanda,1.5,204
2026-03-10 14:40:00,Perak,1.6,239
2026-03-10 14:40:00,Bawean,13.7,264
2026-03-10 14:40:00,Kalianget,5.5,281
2026-03-10 14:40:00,Banyuwangi,3.1,228
2026-03-10 14:40:00,KarangPloso,3.1,215
2026-03-10 14:40:00,Tretes,4.6,215
2026-03-10 14:40:00,KarangKates,1.7,357
2026-03-10 14:40:00,Sawahan,3.6,203
2026-03-10 14:40:00,Tuban,5.2,245
2026-03-10 14:40:00,Pacitan,3.9,305
2026-03-10 14:40:00,Dhoho,4.7,205
2026-03-10 14:50:00,Juanda,1.5,204
2026-03-10 14:50:00,Perak,1.6,239
2026-03-10 14:50:00,Bawean,13.7,264
2026-03-10 14:50:00,Kalianget,5.5,281
2026-03-10 14:50:00,Banyuwangi,3.1,228
2026-03-10 14:50:00,KarangPloso,3.1,215
2026-03-10 14:50:00,Tretes,4.6,215
2026-03-10 14:50:00,KarangKates,1.7,357
2026-03-10 14:50:00,Sawahan,3.6,203
2026-03-10 14:50:00,Tuban,5.2,245
2026-03-10 14:50:00,Pacitan,3.9,305
2026-03-10 14:50:00,Dhoho,4.7,205
2026-03-10 15:00:00,Juanda,1.5,204
2026-03-10 15:00:00,Perak,1.6,239
2026-03-10 15:00:00,Bawean,13.7,264
2026-03-10 15:00:00,Kalianget,5.5,281
2026-03-10 15:00:00,Banyuwangi,3.1,228
2026-03-10 15:00:00,KarangPloso,3.1,215
2026-03-10 15:00:00,Tretes,4.6,215
2026-03-10 15:00:00,KarangKates,1.7,357
2026-03-10 15:00:00,Sawahan,3.6,203
2026-03-10 15:00:00,Tuban,5.2,245
2026-03-10 15:00:00,Pacitan,3.9,305
2026-03-10 15:00:00,Dhoho,4.7,205
2026-03-10 15:10:00,Juanda,1.5,204
2026-03-10 15:10:00,Perak,2.0,350
2026-03-10 15:10:00,Bawean,13.7,264
2026-03-10 15:10:00,Kalianget,5.5,281
2026-03-10 15:10:00,Banyuwangi,3.1,228
2026-03-10 15:10:00,KarangPloso,3.1,215
2026-03-10 15:10:00,Tretes,4.6,215
2026-03-10 15:10:00,KarangKates,1.7,357
2026-03-10 15:10:00,Sawahan,3.6,203
2026-03-10 15:10:00,Tuban,5.2,245
2026-03-10 15:10:00,Pacitan,3.9,305
2026-03-10 15:10:00,Dhoho,4.7,205
2026-03-10 15:20:00,Juanda,1.5,204
2026-03-10 15:20:00,Perak,1.6,239
2026-03-10 15:20:00,Bawean,13.7,264
2026-03-10 15:20:00,Kalianget,5.5,281
2026-03-10 15:20:00,Banyuwangi,3.1,228
2026-03-10 15:20:00,KarangPloso,3.1,215
2026-03-10 15:20:00,Tretes,4.6,215
2026-03-10 15:20:00,KarangKates,1.7,357
2026-03-10 15:20:00,Sawahan,3.6,203
2026-03-10 15:20:00,Tuban,5.2,245
2026-03-10 15:20:00,Pacitan,3.9,305
2026-03-10 15:20:00,Dhoho,4.7,205
2026-03-10 15:30:00,Juanda,2.0,350
2026-03-10 15:30:00,Perak,1.6,239
2026-03-10 15:30:00,Bawean,15.3,260
2026-03-10 15:30:00,Kalianget,4.9,280
2026-03-10 15:30:00,Banyuwangi,2.8,230
2026-03-10 15:30:00,KarangPloso,3.1,215
2026-03-10 15:30:00,Tretes,4.6,216
2026-03-10 15:30:00,KarangKates,1.7,357
2026-03-10 15:30:00,Sawahan,3.3,201
2026-03-10 15:30:00,Tuban,8.7,249
2026-03-10 15:30:00,Pacitan,4.6,296
2026-03-10 15:30:00,Dhoho,4.6,206
2026-03-10 15:40:00,Juanda,2.9,224
2026-03-10 15:40:00,Perak,3.1,216
2026-03-10 15:40:00,Bawean,15.3,260
2026-03-10 15:40:00,Kalianget,4.9,280
2026-03-10 15:40:00,Banyuwangi,2.8,230
2026-03-10 15:40:00,KarangPloso,3.6,213
2026-03-10 15:40:00,Tretes,4.6,216
2026-03-10 15:40:00,KarangKates,1.3,19
2026-03-10 15:40:00,Sawahan,3.3,201
2026-03-10 15:40:00,Tuban,8.7,249
2026-03-10 15:40:00,Pacitan,4.6,296
2026-03-10 15:40:00,Dhoho,4.6,206
2026-03-10 15:50:00,Juanda,2.9,224
2026-03-10 15:50:00,Perak,3.1,216
2026-03-10 15:50:00,Bawean,15.3,260
2026-03-10 15:50:00,Kalianget,4.9,280
2026-03-10 15:50:00,Banyuwangi,2.8,230
2026-03-10 15:50:00,KarangPloso,3.6,213
2026-03-10 15:50:00,Tretes,4.6,216
2026-03-10 15:50:00,KarangKates,1.3,19
2026-03-10 15:50:00,Sawahan,3.3,201
2026-03-10 15:50:00,Tuban,8.7,249
2026-03-10 15:50:00,Pacitan,4.6,296
2026-03-10 15:50:00,Dhoho,4.6,206
2026-03-10 16:00:00,Juanda,2.9,224
2026-03-10 16:00:00,Perak,3.1,216
2026-03-10 16:00:00,Bawean,15.3,260
2026-03-10 16:00:00,Kalianget,4.9,280
2026-03-10 16:00:00,Banyuwangi,2.8,230
2026-03-10 16:00:00,KarangPloso,3.6,213
2026-03-10 16:00:00,Tretes,4.6,216
2026-03-10 16:00:00,KarangKates,1.3,19
2026-03-10 16:00:00,Sawahan,3.3,201
2026-03-10 16:00:00,Tuban,8.7,249
2026-03-10 16:00:00,Pacitan,4.6,296
2026-03-10 16:00:00,Dhoho,4.6,206
2026-03-10 16:10:00,Juanda,2.9,224
2026-03-10 16:10:00,Perak,3.1,216
2026-03-10 16:10:00,Bawean,15.3,260
2026-03-10 16:10:00,Kalianget,4.9,280
2026-03-10 16:10:00,Banyuwangi,2.8,230
2026-03-10 16:10:00,KarangPloso,3.6,213
2026-03-10 16:10:00,Tretes,4.6,216
2026-03-10 16:10:00,KarangKates,1.3,19
2026-03-10 16:10:00,Sawahan,3.3,201
2026-03-10 16:10:00,Tuban,8.7,249
2026-03-10 16:10:00,Pacitan,4.6,296
2026-03-10 16:10:00,Dhoho,4.6,206
2026-03-10 16:20:00,Juanda,2.9,224
2026-03-10 16:20:00,Perak,3.1,216
2026-03-10 16:20:00,Bawean,15.3,260
2026-03-10 16:20:00,Kalianget,4.9,280
2026-03-10 16:20:00,Banyuwangi,2.8,230
2026-03-10 16:20:00,KarangPloso,3.6,213
2026-03-10 16:20:00,Tretes,4.6,216
2026-03-10 16:20:00,KarangKates,1.3,19
2026-03-10 16:20:00,Sawahan,3.3,201
2026-03-10 16:20:00,Tuban,8.7,249
2026-03-10 16:20:00,Pacitan,4.6,296
2026-03-10 16:20:00,Dhoho,4.6,206
2026-03-10 16:30:00,Juanda,2.9,224
2026-03-10 16:30:00,Perak,4.4,235
2026-03-10 16:30:00,Bawean,17.5,257
2026-03-10 16:30:00,Kalianget,4.9,280
2026-03-10 16:30:00,Banyuwangi,3.2,231
2026-03-10 16:30:00,KarangPloso,3.9,210
2026-03-10 16:30:00,Tretes,4.8,215
2026-03-10 16:30:00,KarangKates,2.0,39
2026-03-10 16:30:00,Sawahan,3.3,201
2026-03-10 16:30:00,Tuban,8.3,229
2026-03-10 16:30:00,Pacitan,4.6,296
2026-03-10 16:30:00,Dhoho,3.7,213
2026-03-10 16:40:00,Juanda,4.0,242
2026-03-10 16:40:00,Perak,4.4,235
2026-03-10 16:40:00,Bawean,17.5,257
2026-03-10 16:40:00,Kalianget,5.3,285
2026-03-10 16:40:00,Banyuwangi,3.2,231
2026-03-10 16:40:00,KarangPloso,3.9,210
2026-03-10 16:40:00,Tretes,4.8,215
2026-03-10 16:40:00,KarangKates,2.0,39
2026-03-10 16:40:00,Sawahan,3.1,204
2026-03-10 16:40:00,Tuban,8.3,229
2026-03-10 16:40:00,Pacitan,4.9,297
2026-03-10 16:40:00,Dhoho,3.7,213
2026-03-10 16:50:00,Juanda,4.0,242
2026-03-10 16:50:00,Perak,4.4,235
2026-03-10 16:50:00,Bawean,17.5,257
2026-03-10 16:50:00,Kalianget,5.3,285
2026-03-10 16:50:00,Banyuwangi,3.2,231
2026-03-10 16:50:00,KarangPloso,3.9,210
2026-03-10 16:50:00,Tretes,4.8,215
2026-03-10 16:50:00,KarangKates,2.0,39
2026-03-10 16:50:00,Sawahan,3.1,204
2026-03-10 16:50:00,Tuban,8.3,229
2026-03-10 16:50:00,Pacitan,4.9,297
2026-03-10 16:50:00,Dhoho,3.7,213
2026-03-10 17:00:00,Juanda,4.0,242
2026-03-10 17:00:00,Perak,4.4,235
2026-03-10 17:00:00,Bawean,17.5,257
2026-03-10 17:00:00,Kalianget,5.3,285
2026-03-10 17:00:00,Banyuwangi,3.2,231
2026-03-10 17:00:00,KarangPloso,3.9,210
2026-03-10 17:00:00,Tretes,4.8,215
2026-03-10 17:00:00,KarangKates,2.0,39
2026-03-10 17:00:00,Sawahan,3.1,204
2026-03-10 17:00:00,Tuban,8.3,229
2026-03-10 17:00:00,Pacitan,4.9,297
2026-03-10 17:00:00,Dhoho,3.7,213
2026-03-10 17:10:00,Juanda,4.0,242
2026-03-10 17:10:00,Perak,4.0,300
2026-03-10 17:10:00,Bawean,17.5,257
2026-03-10 17:10:00,Kalianget,5.3,285
2026-03-10 17:10:00,Banyuwangi,3.2,231
2026-03-10 17:10:00,KarangPloso,3.9,210
2026-03-10 17:10:00,Tretes,4.8,215
2026-03-10 17:10:00,KarangKates,2.0,39
2026-03-10 17:10:00,Sawahan,3.1,204
2026-03-10 17:10:00,Tuban,8.3,229
2026-03-10 17:10:00,Pacitan,4.9,297
2026-03-10 17:10:00,Dhoho,3.7,213
2026-03-10 17:20:00,Juanda,4.0,242
2026-03-10 17:20:00,Perak,4.4,235
2026-03-10 17:20:00,Bawean,17.5,257
2026-03-10 17:20:00,Kalianget,5.3,285
2026-03-10 17:20:00,Banyuwangi,3.2,231
2026-03-10 17:20:00,KarangPloso,3.9,210
2026-03-10 17:20:00,Tretes,4.8,215
2026-03-10 17:20:00,KarangKates,2.0,39
2026-03-10 17:20:00,Sawahan,3.1,204
2026-03-10 17:20:00,Tuban,8.3,229
2026-03-10 17:20:00,Pacitan,4.9,297
2026-03-10 17:20:00,Dhoho,3.7,213
2026-03-10 17:30:00,Juanda,4.0,242
2026-03-10 17:30:00,Perak,4.3,239
2026-03-10 17:30:00,Bawean,17.6,252
2026-03-10 17:30:00,Kalianget,5.7,285
2026-03-10 17:30:00,Banyuwangi,3.4,226
2026-03-10 17:30:00,KarangPloso,4.0,212
2026-03-10 17:30:00,Tretes,4.8,215
2026-03-10 17:30:00,KarangKates,2.0,39
2026-03-10 17:30:00,Sawahan,3.4,199
2026-03-10 17:30:00,Tuban,8.3,229
2026-03-10 17:30:00,Pacitan,4.9,297
2026-03-10 17:30:00,Dhoho,4.1,220
2026-03-10 17:40:00,Juanda,4.0,250
2026-03-10 17:40:00,Perak,4.3,239
2026-03-10 17:40:00,Bawean,17.6,252
2026-03-10 17:40:00,Kalianget,5.7,285
2026-03-10 17:40:00,Banyuwangi,3.4,226
2026-03-10 17:40:00,KarangPloso,4.0,212
2026-03-10 17:40:00,Tretes,4.8,213
2026-03-10 17:40:00,KarangKates,1.3,14
2026-03-10 17:40:00,Sawahan,3.4,199
2026-03-10 17:40:00,Tuban,9.8,244
2026-03-10 17:40:00,Pacitan,4.9,303
2026-03-10 17:40:00,Dhoho,4.1,220
2026-03-10 17:50:00,Juanda,4.0,250
2026-03-10 17:50:00,Perak,4.3,239
2026-03-10 17:50:00,Bawean,17.6,252
2026-03-10 17:50:00,Kalianget,5.7,285
2026-03-10 17:50:00,Banyuwangi,3.4,226
2026-03-10 17:50:00,KarangPloso,4.0,212
2026-03-10 17:50:00,Tretes,4.8,213
2026-03-10 17:50:00,KarangKates,1.3,14
2026-03-10 17:50:00,Sawahan,3.4,199
2026-03-10 17:50:00,Tuban,9.8,244
2026-03-10 17:50:00,Pacitan,4.9,303
2026-03-10 17:50:00,Dhoho,4.1,220
2026-03-10 18:00:00,Juanda,4.0,250
2026-03-10 18:00:00,Perak,4.3,239
2026-03-10 18:00:00,Bawean,17.6,252
2026-03-10 18:00:00,Kalianget,5.7,285
2026-03-10 18:00:00,Banyuwangi,3.4,226
2026-03-10 18:00:00,KarangPloso,4.0,212
2026-03-10 18:00:00,Tretes,4.8,213
2026-03-10 18:00:00,KarangKates,1.3,14
2026-03-10 18:00:00,Sawahan,3.4,199
2026-03-10 18:00:00,Tuban,9.8,244
2026-03-10 18:00:00,Pacitan,4.9,303
2026-03-10 18:00:00,Dhoho,4.1,220
2026-03-10 18:10:00,Juanda,4.0,250
2026-03-10 18:10:00,Perak,4.3,239
2026-03-10 18:10:00,Bawean,17.6,252
2026-03-10 18:10:00,Kalianget,5.7,285
2026-03-10 18:10:00,Banyuwangi,3.4,226
2026-03-10 18:10:00,KarangPloso,4.0,212
2026-03-10 18:10:00,Tretes,4.8,213
2026-03-10 18:10:00,KarangKates,1.3,14
2026-03-10 18:10:00,Sawahan,3.4,199
2026-03-10 18:10:00,Tuban,9.8,244
2026-03-10 18:10:00,Pacitan,4.9,303
2026-03-10 18:10:00,Dhoho,4.1,220
2026-03-10 18:20:00,Juanda,4.0,250
2026-03-10 18:20:00,Perak,4.3,239
2026-03-10 18:20:00,Bawean,17.6,252
2026-03-10 18:20:00,Kalianget,5.7,285
2026-03-10 18:20:00,Banyuwangi,3.4,226
2026-03-10 18:20:00,KarangPloso,4.0,212
2026-03-10 18:20:00,Tretes,4.8,213
2026-03-10 18:20:00,KarangKates,1.3,14
2026-03-10 18:20:00,Sawahan,3.4,199
2026-03-10 18:20:00,Tuban,9.8,244
2026-03-10 18:20:00,Pacitan,4.9,303
2026-03-10 18:20:00,Dhoho,4.1,220
2026-03-10 18:30:00,Juanda,2.5,269
2026-03-10 18:30:00,Perak,4.3,239
2026-03-10 18:30:00,Bawean,17.0,249
2026-03-10 18:30:00,Kalianget,4.3,275
2026-03-10 18:30:00,Banyuwangi,4.4,222
2026-03-10 18:30:00,KarangPloso,4.0,212
2026-03-10 18:30:00,Tretes,4.8,213
2026-03-10 18:30:00,KarangKates,1.6,27
2026-03-10 18:30:00,Sawahan,3.7,193
2026-03-10 18:30:00,Tuban,9.8,244
2026-03-10 18:30:00,Pacitan,5.9,294
2026-03-10 18:30:00,Dhoho,4.4,198
2026-03-10 18:40:00,Juanda,2.5,269
2026-03-10 18:40:00,Perak,3.0,310
2026-03-10 18:40:00,Bawean,17.0,249
2026-03-10 18:40:00,Kalianget,4.3,275
2026-03-10 18:40:00,Banyuwangi,4.4,222
2026-03-10 18:40:00,KarangPloso,5.2,217
2026-03-10 18:40:00,Tretes,4.9,210
2026-03-10 18:40:00,KarangKates,1.6,27
2026-03-10 18:40:00,Sawahan,3.7,193
2026-03-10 18:40:00,Tuban,10.6,261
2026-03-10 18:40:00,Pacitan,5.9,294
2026-03-10 18:40:00,Dhoho,4.4,198
2026-03-10 18:50:00,Juanda,2.5,269
2026-03-10 18:50:00,Perak,3.0,310
2026-03-10 18:50:00,Bawean,17.0,249
2026-03-10 18:50:00,Kalianget,4.3,275
2026-03-10 18:50:00,Banyuwangi,4.4,222
2026-03-10 18:50:00,KarangPloso,5.2,217
2026-03-10 18:50:00,Tretes,4.9,210
2026-03-10 18:50:00,KarangKates,1.6,27
2026-03-10 18:50:00,Sawahan,3.7,193
2026-03-10 18:50:00,Tuban,10.6,261
2026-03-10 18:50:00,Pacitan,5.9,294
2026-03-10 18:50:00,Dhoho,4.4,198
2026-03-10 19:00:00,Juanda,2.5,269
2026-03-10 19:00:00,Perak,5.4,265
2026-03-10 19:00:00,Bawean,17.0,249
2026-03-10 19:00:00,Kalianget,4.3,275
2026-03-10 19:00:00,Banyuwangi,4.4,222
2026-03-10 19:00:00,KarangPloso,5.2,217
2026-03-10 19:00:00,Tretes,4.9,210
2026-03-10 19:00:00,KarangKates,1.6,27
2026-03-10 19:00:00,Sawahan,3.7,193
2026-03-10 19:00:00,Tuban,10.6,261
2026-03-10 19:00:00,Pacitan,5.9,294
2026-03-10 19:00:00,Dhoho,4.4,198
2026-03-10 19:10:00,Juanda,2.5,269
2026-03-10 19:10:00,Perak,5.4,265
2026-03-10 19:10:00,Bawean,17.0,249
2026-03-10 19:10:00,Kalianget,4.3,275
2026-03-10 19:10:00,Banyuwangi,4.4,222
2026-03-10 19:10:00,KarangPloso,5.2,217
2026-03-10 19:10:00,Tretes,4.9,210
2026-03-10 19:10:00,KarangKates,1.6,27
2026-03-10 19:10:00,Sawahan,3.7,193
2026-03-10 19:10:00,Tuban,10.6,261
2026-03-10 19:10:00,Pacitan,5.9,294
2026-03-10 19:10:00,Dhoho,4.4,198
2026-03-10 19:20:00,Juanda,2.5,269
2026-03-10 19:20:00,Perak,5.4,265
2026-03-10 19:20:00,Bawean,17.0,249
2026-03-10 19:20:00,Kalianget,4.3,275
2026-03-10 19:20:00,Banyuwangi,4.4,222
2026-03-10 19:20:00,KarangPloso,5.2,217
2026-03-10 19:20:00,Tretes,4.9,210
2026-03-10 19:20:00,KarangKates,1.6,27
2026-03-10 19:20:00,Sawahan,3.7,193
2026-03-10 19:20:00,Tuban,10.6,261
2026-03-10 19:20:00,Pacitan,5.9,294
2026-03-10 19:20:00,Dhoho,4.4,198
2026-03-10 19:30:00,Juanda,3.1,266
2026-03-10 19:30:00,Perak,6.2,263
2026-03-10 19:30:00,Bawean,16.2,243
2026-03-10 19:30:00,Kalianget,3.9,250
2026-03-10 19:30:00,Banyuwangi,4.4,222
2026-03-10 19:30:00,KarangPloso,5.5,219
2026-03-10 19:30:00,Tretes,4.9,210
2026-03-10 19:30:00,KarangKates,2.1,25
2026-03-10 19:30:00,Sawahan,4.1,196
2026-03-10 19:30:00,Tuban,8.6,251
2026-03-10 19:30:00,Pacitan,5.9,294
2026-03-10 19:30:00,Dhoho,5.0,190
2026-03-10 19:40:00,Juanda,3.1,266
2026-03-10 19:40:00,Perak,6.2,263
2026-03-10 19:40:00,Bawean,16.2,243
2026-03-10 19:40:00,Kalianget,3.9,250
2026-03-10 19:40:00,Banyuwangi,4.3,224
2026-03-10 19:40:00,KarangPloso,5.5,219
2026-03-10 19:40:00,Tretes,4.2,210
2026-03-10 19:40:00,KarangKates,2.1,25
2026-03-10 19:40:00,Sawahan,4.1,196
2026-03-10 19:40:00,Tuban,8.6,251
2026-03-10 19:40:00,Pacitan,5.1,301
2026-03-10 19:40:00,Dhoho,5.0,190
2026-03-10 19:50:00,Juanda,3.1,266
2026-03-10 19:50:00,Perak,6.2,263
2026-03-10 19:50:00,Bawean,16.2,243
2026-03-10 19:50:00,Kalianget,3.9,250
2026-03-10 19:50:00,Banyuwangi,4.3,224
2026-03-10 19:50:00,KarangPloso,5.5,219
2026-03-10 19:50:00,Tretes,4.2,210
2026-03-10 19:50:00,KarangKates,2.1,25
2026-03-10 19:50:00,Sawahan,4.1,196
2026-03-10 19:50:00,Tuban,8.6,251
2026-03-10 19:50:00,Pacitan,5.1,301
2026-03-10 19:50:00,Dhoho,5.0,190
2026-03-10 20:00:00,Juanda,3.0,300
2026-03-10 20:00:00,Perak,6.2,263
2026-03-10 20:00:00,Bawean,16.2,243
2026-03-10 20:00:00,Kalianget,3.9,250
2026-03-10 20:00:00,Banyuwangi,4.3,224
2026-03-10 20:00:00,KarangPloso,5.5,219
2026-03-10 20:00:00,Tretes,4.2,210
2026-03-10 20:00:00,KarangKates,2.1,25
2026-03-10 20:00:00,Sawahan,4.1,196
2026-03-10 20:00:00,Tuban,8.6,251
2026-03-10 20:00:00,Pacitan,5.1,301
2026-03-10 20:00:00,Dhoho,5.0,190
2026-03-10 20:10:00,Juanda,3.0,280
2026-03-10 20:10:00,Perak,6.2,263
2026-03-10 20:10:00,Bawean,16.2,243
2026-03-10 20:10:00,Kalianget,3.9,250
2026-03-10 20:10:00,Banyuwangi,4.3,224
2026-03-10 20:10:00,KarangPloso,5.5,219
2026-03-10 20:10:00,Tretes,4.2,210
2026-03-10 20:10:00,KarangKates,2.1,25
2026-03-10 20:10:00,Sawahan,4.1,196
2026-03-10 20:10:00,Tuban,8.6,251
2026-03-10 20:10:00,Pacitan,5.1,301
2026-03-10 20:10:00,Dhoho,5.0,190
2026-03-10 20:20:00,Juanda,3.1,266
2026-03-10 20:20:00,Perak,6.2,263
2026-03-10 20:20:00,Bawean,16.2,243
2026-03-10 20:20:00,Kalianget,3.9,250
2026-03-10 20:20:00,Banyuwangi,4.3,224
2026-03-10 20:20:00,KarangPloso,5.5,219
2026-03-10 20:20:00,Tretes,4.2,210
2026-03-10 20:20:00,KarangKates,2.1,25
2026-03-10 20:20:00,Sawahan,4.1,196
2026-03-10 20:20:00,Tuban,8.6,251
2026-03-10 20:20:00,Pacitan,5.1,301
2026-03-10 20:20:00,Dhoho,5.0,190
2026-03-10 20:30:00,Juanda,3.1,257
2026-03-10 20:30:00,Perak,5.5,262
2026-03-10 20:30:00,Bawean,12.6,255
2026-03-10 20:30:00,Kalianget,4.7,242
2026-03-10 20:30:00,Banyuwangi,4.3,218
2026-03-10 20:30:00,KarangPloso,5.5,219
2026-03-10 20:30:00,Tretes,4.9,206
2026-03-10 20:30:00,KarangKates,2.4,28
2026-03-10 20:30:00,Sawahan,3.8,195
2026-03-10 20:30:00,Tuban,9.6,236
2026-03-10 20:30:00,Pacitan,5.0,302
2026-03-10 20:30:00,Dhoho,5.0,195
2026-03-10 20:40:00,Juanda,3.1,257
2026-03-10 20:40:00,Perak,5.5,262
2026-03-10 20:40:00,Bawean,12.6,255
2026-03-10 20:40:00,Kalianget,4.7,242
2026-03-10 20:40:00,Banyuwangi,4.3,218
2026-03-10 20:40:00,KarangPloso,5.4,219
2026-03-10 20:40:00,Tretes,4.9,206
2026-03-10 20:40:00,KarangKates,2.4,28
2026-03-10 20:40:00,Sawahan,3.8,195
2026-03-10 20:40:00,Tuban,9.6,236
2026-03-10 20:40:00,Pacitan,5.0,302
2026-03-10 20:40:00,Dhoho,5.0,195
2026-03-10 20:50:00,Juanda,3.1,257
2026-03-10 20:50:00,Perak,5.5,262
2026-03-10 20:50:00,Bawean,12.6,255
2026-03-10 20:50:00,Kalianget,4.7,242
2026-03-10 20:50:00,Banyuwangi,4.3,218
2026-03-10 20:50:00,KarangPloso,5.4,219
2026-03-10 20:50:00,Tretes,4.9,206
2026-03-10 20:50:00,KarangKates,2.4,28
2026-03-10 20:50:00,Sawahan,3.8,195
2026-03-10 20:50:00,Tuban,9.6,236
2026-03-10 20:50:00,Pacitan,5.0,302
2026-03-10 20:50:00,Dhoho,5.0,195
2026-03-10 21:00:00,Juanda,3.1,257
2026-03-10 21:00:00,Perak,5.5,262
2026-03-10 21:00:00,Bawean,12.6,255
2026-03-10 21:00:00,Kalianget,4.7,242
2026-03-10 21:00:00,Banyuwangi,4.3,218
2026-03-10 21:00:00,KarangPloso,5.4,219
2026-03-10 21:00:00,Tretes,4.9,206
2026-03-10 21:00:00,KarangKates,2.4,28
2026-03-10 21:00:00,Sawahan,3.8,195
2026-03-10 21:00:00,Tuban,9.6,236
2026-03-10 21:00:00,Pacitan,5.0,302
2026-03-10 21:00:00,Dhoho,5.0,195
2026-03-10 21:10:00,Juanda,3.1,257
2026-03-10 21:10:00,Perak,4.0,320
2026-03-10 21:10:00,Bawean,12.6,255
2026-03-10 21:10:00,Kalianget,4.7,242
2026-03-10 21:10:00,Banyuwangi,4.3,218
2026-03-10 21:10:00,KarangPloso,5.4,219
2026-03-10 21:10:00,Tretes,4.9,206
2026-03-10 21:10:00,KarangKates,2.4,28
2026-03-10 21:10:00,Sawahan,3.8,195
2026-03-10 21:10:00,Tuban,9.6,236
2026-03-10 21:10:00,Pacitan,5.0,302
2026-03-10 21:10:00,Dhoho,5.0,195
2026-03-10 21:20:00,Juanda,3.1,257
2026-03-10 21:20:00,Perak,5.5,262
2026-03-10 21:20:00,Bawean,12.6,255
2026-03-10 21:20:00,Kalianget,4.7,242
2026-03-10 21:20:00,Banyuwangi,4.3,218
2026-03-10 21:20:00,KarangPloso,5.4,219
2026-03-10 21:20:00,Tretes,4.9,206
2026-03-10 21:20:00,KarangKates,2.4,28
2026-03-10 21:20:00,Sawahan,3.8,195
2026-03-10 21:20:00,Tuban,9.6,236
2026-03-10 21:20:00,Pacitan,5.0,302
2026-03-10 21:20:00,Dhoho,5.0,195
2026-03-10 21:30:00,Juanda,3.1,257
2026-03-10 21:30:00,Perak,5.5,262
2026-03-10 21:30:00,Bawean,12.2,262
2026-03-10 21:30:00,Kalianget,5.7,243
2026-03-10 21:30:00,Banyuwangi,4.4,225
2026-03-10 21:30:00,KarangPloso,5.3,213
2026-03-10 21:30:00,Tretes,4.9,206
2026-03-10 21:30:00,KarangKates,2.4,26
2026-03-10 21:30:00,Sawahan,3.5,194
2026-03-10 21:30:00,Tuban,9.6,236
2026-03-10 21:30:00,Pacitan,5.3,311
2026-03-10 21:30:00,Dhoho,5.3,194
2026-03-10 21:40:00,Juanda,1.7,224
2026-03-10 21:40:00,Perak,3.8,255
2026-03-10 21:40:00,Bawean,12.2,262
2026-03-10 21:40:00,Kalianget,5.7,243
2026-03-10 21:40:00,Banyuwangi,4.4,225
2026-03-10 21:40:00,KarangPloso,5.3,213
2026-03-10 21:40:00,Tretes,5.2,201
2026-03-10 21:40:00,KarangKates,2.4,26
2026-03-10 21:40:00,Sawahan,3.5,194
2026-03-10 21:40:00,Tuban,8.8,227
2026-03-10 21:40:00,Pacitan,5.3,311
2026-03-10 21:40:00,Dhoho,5.3,194
2026-03-10 21:50:00,Juanda,1.7,224
2026-03-10 21:50:00,Perak,3.8,255
2026-03-10 21:50:00,Bawean,12.2,262
2026-03-10 21:50:00,Kalianget,5.7,243
2026-03-10 21:50:00,Banyuwangi,4.4,225
2026-03-10 21:50:00,KarangPloso,5.3,213
2026-03-10 21:50:00,Tretes,5.2,201
2026-03-10 21:50:00,KarangKates,2.4,26
2026-03-10 21:50:00,Sawahan,3.5,194
2026-03-10 21:50:00,Tuban,8.8,227
2026-03-10 21:50:00,Pacitan,5.3,311
2026-03-10 21:50:00,Dhoho,5.3,194
2026-03-10 22:00:00,Juanda,1.7,224
2026-03-10 22:00:00,Perak,3.8,255
2026-03-10 22:00:00,Bawean,12.2,262
2026-03-10 22:00:00,Kalianget,5.7,243
2026-03-10 22:00:00,Banyuwangi,4.4,225
2026-03-10 22:00:00,KarangPloso,5.3,213
2026-03-10 22:00:00,Tretes,5.2,201
2026-03-10 22:00:00,KarangKates,2.4,26
2026-03-10 22:00:00,Sawahan,3.5,194
2026-03-10 22:00:00,Tuban,8.8,227
2026-03-10 22:00:00,Pacitan,5.3,311
2026-03-10 22:00:00,Dhoho,5.3,194
2026-03-10 22:10:00,Juanda,2.0,0
2026-03-10 22:10:00,Perak,3.8,255
2026-03-10 22:10:00,Bawean,12.2,262
2026-03-10 22:10:00,Kalianget,5.7,243
2026-03-10 22:10:00,Banyuwangi,4.4,225
2026-03-10 22:10:00,KarangPloso,5.3,213
2026-03-10 22:10:00,Tretes,5.2,201
2026-03-10 22:10:00,KarangKates,2.4,26
2026-03-10 22:10:00,Sawahan,3.5,194
2026-03-10 22:10:00,Tuban,8.8,227
2026-03-10 22:10:00,Pacitan,5.3,311
2026-03-10 22:10:00,Dhoho,5.3,194
2026-03-10 22:20:00,Juanda,1.7,224
2026-03-10 22:20:00,Perak,3.8,255
2026-03-10 22:20:00,Bawean,12.2,262
2026-03-10 22:20:00,Kalianget,5.7,243
2026-03-10 22:20:00,Banyuwangi,4.4,225
2026-03-10 22:20:00,KarangPloso,5.3,213
2026-03-10 22:20:00,Tretes,5.2,201
2026-03-10 22:20:00,KarangKates,2.4,26
2026-03-10 22:20:00,Sawahan,3.5,194
2026-03-10 22:20:00,Tuban,8.8,227
